kurskod,kursnamn,institution,amne,i_dalarna_excel_kurser,i_dalarna_excel_forskar,i_blomma_json,i_vault_aktiva,i_vault_nedlagda,kategori
AS2003,Afrikanska studier: Religion och politik i afrikanska samhällen,IKS,UVX,1,0,1,1,0,triangulerad
AS2004,Afrikanska studier: Utbildning och förändring i afrikanska samhällen,IKS,HIA,1,0,1,1,0,triangulerad
AS2005,Afrikanska studier: Afrikanska samhällen i förändring,IKS,HIA,1,0,1,1,0,triangulerad
AS2006,Afrikanska studier: Religion och politik i afrikanska samhällen,IKS,HIA,1,0,1,1,0,triangulerad
AS3001,Afrikanska studier: Utbildning och förändring i afrikanska samhällen,IKS,UVX,1,0,1,1,0,triangulerad
AS3002,Afrikanska studier: Afrikanska samhällen i förändring,IKS,UVX,1,0,1,1,0,triangulerad
AS3003,Afrikanska studier: Religion och politik i afrikanska samhällen,IKS,UVX,1,0,1,1,0,triangulerad
AS3004,Afrikanska studier: Forskningsprojektets planering,IKS,UVX,1,0,1,1,0,triangulerad
AS3005,Afrikanska studier: Examensarbete för magisterexamen,IKS,UVX,1,0,1,1,0,triangulerad
AS3006,Afrikanska studier: Internationell hälsa med fokus på nutrition i ett genus- och ekonomiskt perspektiv,IKS,UVX,1,0,1,1,0,triangulerad
AS3007,Afrikanska studier: Mänskliga rättigheter och demokrati i Afrika söder om Sahara,IKS,UVX,1,0,1,1,0,triangulerad
AS3008,Afrikanska studier: Islam och islamiska samhällen i Afrika,IKS,UVX,1,0,1,1,0,triangulerad
AS3009,Afrikanska studier: Litteratur och politik i det samtida Afrika,IKS,UVX,1,0,1,1,0,triangulerad
AS3010,Afrikanska studier: Det urbana rummet och urbaniseringspolitik i Afrika söder om Sahara,IKS,UVX,1,0,1,1,0,triangulerad
AS3011,"Afrikanska studier: Ekonomisk utveckling i Afrika, en introduktion",IKS,UVX,1,0,1,1,0,triangulerad
AS3012,Afrikanska studier: Den vidareutvecklade forskningsplanen,IKS,UVX,1,0,1,1,0,triangulerad
AS3013,Afrikanska studier: Examensarbete för magisterexamen,IKS,HIA,1,0,1,1,0,triangulerad
AS3014,Afrikanska studier: Internationell hälsa med fokus på nutrition i ett genus- och ekonomiskt perspektiv,IKS,HIA,1,0,1,1,0,triangulerad
AS3015,Afrikanska studier: Mänskliga rättigheter och demokrati i Afrika söder om Sahara,IKS,HIA,1,0,1,1,0,triangulerad
AS3016,Afrikanska studier: Islam och islamiska samhällen i Afrika,IKS,HIA,1,0,1,1,0,triangulerad
AS3017,Afrikanska studier: Litteratur och politik i det samtida Afrika,IKS,HIA,1,0,1,1,0,triangulerad
AS3018,Afrikanska studier: Det urbana rummet och urbaniseringspolitik i Afrika söder om Sahara,IKS,HIA,1,0,1,1,0,triangulerad
AS3019,"Afrikanska studier: Ekonomisk utveckling i Afrika, en introduktion",IKS,HIA,1,0,1,1,0,triangulerad
AS3020,Afrikanska studier: Den vidareutvecklade forskningsplanen,IKS,HIA,1,0,1,1,0,triangulerad
AS3021,Afrikanska studier: Utbildning och förändring i afrikanska samhällen,IKS,HIA,1,0,1,1,0,triangulerad
AS3022,Afrikanska studier: Afrikanska samhällen i förändring,IKS,HIA,1,0,1,1,0,triangulerad
AS3023,Afrikanska studier: Religion och politik i afrikanska samhällen,IKS,HIA,1,0,1,1,0,triangulerad
AS3024,Afrikanska studier: Forskningsprojektets planering,IKS,HIA,1,0,1,1,0,triangulerad
AS4001,Afrikanska studier: Litteraturkurs,IKS,UVX,1,0,1,1,0,triangulerad
AS4002,Afrikanska studier: Aktuella utmaningar inom Afrikanska studier,IKS,UVX,1,0,1,1,0,triangulerad
AS4003,Afrikanska studier: Teori och metod,IKS,UVX,1,0,1,1,0,triangulerad
AS4004,Afrikanska studier: Examensarbete för masterexamen,IKS,UVX,1,0,1,1,0,triangulerad
AS4005,Afrikanska studier: Examensarbete för masterexamen,IKS,HIA,1,0,1,1,0,triangulerad
ASA24J,Ledarskap och verksamhetsutveckling i socialt arbete,IHV,SAA,1,0,1,1,0,triangulerad
ASA24K,Etik i socialt arbete,IHV,SAA,1,0,1,1,0,triangulerad
ASA24L,Barn och ungas olika utvecklingsnivåer,IHV,SAA,1,0,1,1,0,triangulerad
ASA24M,Välfärdsteknik i vård och omsorg,IHV,SAA,1,0,1,1,0,triangulerad
ASA24N,Äldre personers levnadsvillkor,IHV,SAA,1,0,1,1,0,triangulerad
ASA266,Socialt arbete med personer med funktionsnedsättning,IHV,SAA,1,0,1,1,0,triangulerad
ASA267,,,,0,0,0,0,1,enbart_nedlagd
ASA26U,Forskningsdesign och forskningsmetod inom socialt arbete,IHV,SAA,1,0,1,1,0,triangulerad
ASA27E,Socialt arbete i skolan - skolan som en arena för stöd och utveckling,IHV,SAA,1,0,1,1,0,triangulerad
ASA28A,Välfärdsteknik i vård och omsorg,IHV,SAA,1,0,1,1,0,triangulerad
ASA28Q,Äldre personers levnadsvillkor,IHV,SAA,1,0,1,1,0,triangulerad
ASA293,Internationellt socialt arbete: samtida debatter och praktiker,IHV,SAA,1,0,1,1,0,triangulerad
ASA2BA,Ledarskap och verksamhetsutveckling i socialt arbete,IHV,SAA,1,0,1,1,0,triangulerad
ASK22G,Transnationell integration och nationell fragmentering,IKS,SKA,1,0,1,1,0,triangulerad
ASK22H,Statsbyggnad och medborgarskap,IKS,SKA,1,0,1,1,0,triangulerad
ASK22J,Processer till demokrati och autokrati,IKS,SKA,1,0,1,1,0,triangulerad
ASK22K,Politisk kultur i ett jämförande perspektiv,IKS,SKA,1,0,1,1,0,triangulerad
ASK22L,Samhällsvetenskapliga metoder III - inriktning statsvetenskap,IKS,SKA,1,0,1,1,0,triangulerad
ASK22M,Examensarbete för magisterexamen i statsvetenskap,IKS,SKA,1,0,1,1,0,triangulerad
ASK26W,,,,0,0,0,0,1,enbart_nedlagd
ASK289,Samhällsvetenskapliga metoder III - inriktning statsvetenskap,IKS,SKA,1,0,1,1,0,triangulerad
ASK297,Komparativa metoder i statsvetenskap med fokus på Afrika,IKS,SKA,1,0,1,1,0,triangulerad
ASO24P,,,,0,0,0,0,1,enbart_nedlagd
ASO24Q,,,,0,0,0,0,1,enbart_nedlagd
ASP25D,"Examensarbete i spanska för ämneslärarexamen, inriktning grundskolans årskurs 7-9",ISLL,SPA,1,0,1,1,0,triangulerad
ASP25E,"Examensarbete i spanska för ämneslärarexamen, inriktning gymnasieskolan",ISLL,SPA,1,0,1,1,0,triangulerad
ASR22N,Kvalitetsförbättringsarbete inom barnmorskans område för barnmorskelärare,IHV,SRP,1,0,1,1,0,triangulerad
ASR24V,Global sexuell reproduktiv hälsa och rättigheter,IHV,SRP,1,0,1,1,0,triangulerad
ASR24W,Forskningsmetodik inom global sexuell och reproduktiv hälsa,IHV,SRP,1,0,1,1,0,triangulerad
ASR24X,Strategier för implementering av förbättringsarbete i hälso- och sjukvård,IHV,SRP,1,0,1,1,0,triangulerad
ASR25P,"Graviditet, förlossning och postpartumvård I",IHV,SRP,1,0,1,1,0,triangulerad
ASR25Q,"Graviditet, förlossning och postpartumvård II",IHV,SRP,1,0,1,1,0,triangulerad
ASR25T,"Hälso- och sjukvårdssystemforskning i låg-, medel- och höginkomstkontext",IHV,SRP,1,0,1,1,0,triangulerad
ASR25U,Ledarskap och organisation inom hälso- och sjukvårdssystem,IHV,SRP,1,0,1,1,0,triangulerad
ASR25V,"Examensarbete i sexuell, reproduktiv och perinatal hälsa",IHV,SRP,1,0,1,1,0,triangulerad
ASR26J,,,,0,0,0,0,1,enbart_nedlagd
ASR26N,"Konstruktiv länkning av utbildnings- och kursplaner, läraktiviteter och examinationsformer för lärare i högre utbildning",IHV,SRP,1,0,1,1,0,triangulerad
ASR26S,"Graviditet, förlossning och postpartumvård II",IHV,SRP,1,0,1,1,0,triangulerad
ASR284,"Förlossningsvård I, verksamhetsförlagd utbildning",IHV,SRP,1,0,1,1,0,triangulerad
ASR285,"Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning",IHV,SRP,1,0,1,1,0,triangulerad
ASR286,"Examensarbete i sexuell, reproduktiv och perinatal hälsa",IHV,SRP,1,0,1,1,0,triangulerad
ASR296,"Examensarbete i sexuell, reproduktiv och perinatal hälsa (fristående kurs)",IHV,SRP,1,0,1,1,0,triangulerad
ASR29S,"Examensarbete i sexuell, reproduktiv och perinatal hälsa",IHV,SRP,1,0,1,1,0,triangulerad
ASR29T,"Graviditet, förlossning och postpartumvård I",IHV,SRP,1,0,1,1,0,triangulerad
ASR29U,"Graviditet, förlossning och postpartumvård II",IHV,SRP,1,0,1,1,0,triangulerad
ASR29V,"Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning",IHV,SRP,1,0,1,1,0,triangulerad
ASR29W,"Förlossningsvård I, verksamhetsförlagd utbildning",IHV,SRP,1,0,1,1,0,triangulerad
ASR2AD,"Graviditet, förlossning och postpartumvård II",IHV,SRP,1,0,1,1,0,triangulerad
ASR2B9,Teoretisk kunskap och praktiska färdigheter för att förbättra hälsan hos mödrar och nyfödda vid komplikationer kring födandet,IHV,SRP,1,0,1,1,0,triangulerad
ASR2BM,Kvinnors vårdbehov under klimakteriet – evidensbaserad vård med genusperspektiv,IHV,SRP,1,0,1,1,0,triangulerad
ASR2CE,Global sexuell reproduktiv hälsa och rättigheter,IHV,SRP,1,0,1,1,0,triangulerad
ASR2CF,Forskningsmetodik inom global sexuell och reproduktiv hälsa,IHV,SRP,1,0,1,1,0,triangulerad
ASR2CG,Strategier för implementering av förbättringsarbete i hälso- och sjukvård,IHV,SRP,1,0,1,1,0,triangulerad
ASR2CH,"Examensarbete i sexuell, reproduktiv och perinatal hälsa",IHV,SRP,1,0,1,1,0,triangulerad
ASR2CJ,Ledarskap och organisation inom hälso- och sjukvårdssystem,IHV,SRP,1,0,1,1,0,triangulerad
ASR2CK,"Hälso- och sjukvårdssystemforskning i låg-, medel- och höginkomstkontext",IHV,SRP,1,0,1,1,0,triangulerad
ASS23E,,,,0,0,0,0,1,enbart_nedlagd
ASS257,"Examensarbete i svenska som andraspråk för ämneslärarexamen, inriktning grundskolans årskurs 7-9",ISLL,SSA,1,0,1,1,0,triangulerad
ASS258,"Examensarbete i svenska som andraspråk för ämneslärarexamen, inriktning gymnasieskolan",ISLL,SSA,1,0,1,1,0,triangulerad
ASS26C,"Sveriges nationella minoriteter – språk, kultur och identitet",ISLL,SSA,1,0,1,1,0,triangulerad
ASS28X,"Examensarbete i modersmål arabiska för ämneslärarexamen, inriktning grundskolans årskurs 7-9",ISLL,SSA,1,0,1,1,0,triangulerad
ASV259,,,,0,0,0,0,1,enbart_nedlagd
ASV25A,,,,0,0,0,0,1,enbart_nedlagd
ASV29Z,"Examensarbete i svenska för ämneslärarexamen, inriktning gymnasieskolan",ISLL,SVE,1,0,1,1,0,triangulerad
ASV2A2,"Examensarbete i svenska för ämneslärarexamen, inriktning grundskolans årskurs 7–9",ISLL,SVE,1,0,1,1,0,triangulerad
ASV2CP,"Språk-, läs- och skrivdidaktisk fördjupning för undervisning i förskoleklass och årskurs 1–3 utifrån första- och andraspråksperspektiv",ISLL,SVE,0,0,0,1,0,nyare_än_andra
ASV2CQ,"Språk-, läs- och skrivdidaktisk fördjupning för undervisning i årskurs 4–6 utifrån första- och andraspråksperspektiv",ISLL,SVE,0,0,0,1,0,nyare_än_andra
ATR25Z,Mot en mer hållbar och robust turismnäring I,IKS,TRU,1,0,1,1,0,triangulerad
ATR26B,Mot en mer hållbar och robust turismnäring 2,IKS,TRU,1,0,1,1,0,triangulerad
ATR2AF,Marknadsföring av platser och destinationer,IKS,TRU,1,0,1,1,0,triangulerad
ATR2BB,Examensarbete för masterexamen i turismvetenskap,IKS,TRU,1,0,1,1,0,triangulerad
ATR2BJ,Projektarbete i turismvetenskap,IKS,TRU,1,0,1,1,0,triangulerad
ATY255,"Examensarbete i tyska för ämneslärarexamen, inriktning grundskolans årskurs 7-9",ISLL,TYA,1,0,1,1,0,triangulerad
ATY256,"Examensarbete i tyska för ämneslärarexamen, inriktning gymnasieskolan",ISLL,TYA,1,0,1,1,0,triangulerad
ATY29E,Interkulturella litteraturstudier: Masterexamensarbete med inriktning tyska,ISLL,TYA,1,0,1,1,0,triangulerad
ATY2B7,"Tyska: Språk, media och AI",ISLL,TYA,1,0,1,1,0,triangulerad
ATY2B8,Tyska: identitet och genus i tyskspråkig litteratur,ISLL,TYA,1,0,1,1,0,triangulerad
AU3001,,,,0,0,0,0,1,enbart_nedlagd
AU3002,,,,0,0,0,0,1,enbart_nedlagd
AU3003,,,,0,0,0,0,1,enbart_nedlagd
AU3004,,,,0,0,0,0,1,enbart_nedlagd
AU3005,Vetenskaplig teori och metod i Audiovisuella studier,IKS,BPO,1,0,1,1,0,triangulerad
AVV26K,Säker hälso- och sjukvård samt vård och omsorg - komplexa system och förbättringskunskap,IHV,VÅE,1,0,1,1,0,triangulerad
AVV26M,Implementering av nya arbetssätt i hälso- och sjukvården och socialtjänstens områden,IHV,VÅE,1,0,1,1,0,triangulerad
AVV2A6,Säker hälso- och sjukvård samt omsorg - komplexa system och förbättringskunskap,IHV,VÅE,1,0,1,1,0,triangulerad
AVÅ222,,,,0,0,0,0,1,enbart_nedlagd
AVÅ22D,Personcentrerad omvårdnad och teamsamverkan I,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ22P,,,,0,0,0,0,1,enbart_nedlagd
AVÅ22Q,Personcentrerad omvårdnad och teamsamverkan II,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ22S,,,,0,0,0,0,1,enbart_nedlagd
AVÅ23Z,,,,0,0,0,0,1,enbart_nedlagd
AVÅ24F,Äldre personers levnadsvillkor,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ24U,,,,0,0,0,0,1,enbart_nedlagd
AVÅ25L,Diabetesvård I,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ27F,,,,0,0,0,0,1,enbart_nedlagd
AVÅ27G,,,,0,0,0,0,1,enbart_nedlagd
AVÅ27H,,,,0,0,0,0,1,enbart_nedlagd
AVÅ27J,Personcentrerad vård för personer med demens (fristående kurs),IHV,OMV,1,0,1,1,0,triangulerad
AVÅ27K,"Demenssjukdomar, diagnostik och behandling ur ett omvårdnadsperspektiv (fristående kurs)",IHV,OMV,1,0,1,1,0,triangulerad
AVÅ27L,Vård och omsorg för personer med demens (fristående kurs),IHV,OMV,1,0,1,1,0,triangulerad
AVÅ27S,Bedömning och rådgivning vid distanskontakter inom hälso- och sjukvården,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28C,Telefonrådgivning vid distanskontakter inom hälso- och sjukvården,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28G,Nutrition och ätande,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28H,Nutrition och ätande (fristående kurs),IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28J,"Att vårda äldre personer, VFU",IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28K,"Personcentrerad vård vid multisjuklighet, psykisk ohälsa och demenssjukdom",IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28L,"Multisjuklighet, diagnostik och behandling för äldre ur ett omvårdnadsperspektiv",IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28P,Äldre personers levnadsvillkor,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28T,Examensarbete i omvårdnad - distriktssköterska,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28U,Examensarbete i omvårdnad - vård av äldre,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ28V,Examensarbete i omvårdnad - demensvård,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ29X,Handledning inom omvårdnad vid Verksamhetsförlagd utbildning (VFU),IHV,OMV,1,0,1,1,0,triangulerad
AVÅ2A3,Evidensbaserad vård och ledarskap,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ2A4,Folkhälsa och folkhälsoarbete,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ2A5,Hälsa och omvårdnad av barn och ungdom,IHV,OMV,1,0,1,1,0,triangulerad
AVÅ2BH,Hälsa och omvårdnad av vuxna och äldre,IHV,OMV,1,0,1,1,0,triangulerad
BE0001,,,,0,0,0,0,1,enbart_nedlagd
BE1001,,,,0,0,0,0,1,enbart_nedlagd
BE1002,,,,0,0,0,0,1,enbart_nedlagd
BE1003,,,,0,0,0,0,1,enbart_nedlagd
BE1004,,,,0,0,0,0,1,enbart_nedlagd
BE1005,,,,0,0,0,0,1,enbart_nedlagd
BE1006,,,,0,0,0,0,1,enbart_nedlagd
BE1007,,,,0,0,0,0,1,enbart_nedlagd
BE1008,,,,0,0,0,0,1,enbart_nedlagd
BE1009,,,,0,0,0,0,1,enbart_nedlagd
BE1010,,,,0,0,0,0,1,enbart_nedlagd
BE1011,,,,0,0,0,0,1,enbart_nedlagd
BE1012,,,,0,0,0,0,1,enbart_nedlagd
BE1013,,,,0,0,0,0,1,enbart_nedlagd
BE1014,,,,0,0,0,0,1,enbart_nedlagd
BE1015,,,,0,0,0,0,1,enbart_nedlagd
BE1016,,,,0,0,0,0,1,enbart_nedlagd
BE1017,,,,0,0,0,0,1,enbart_nedlagd
BE1018,,,,0,0,0,0,1,enbart_nedlagd
BE1019,,,,0,0,0,0,1,enbart_nedlagd
BE1020,,,,0,0,0,0,1,enbart_nedlagd
BE1021,,,,0,0,0,0,1,enbart_nedlagd
BE1022,,,,0,0,0,0,1,enbart_nedlagd
BE1023,,,,0,0,0,0,1,enbart_nedlagd
BE1024,,,,0,0,0,0,1,enbart_nedlagd
BE1025,,,,0,0,0,0,1,enbart_nedlagd
BE2001,,,,0,0,0,0,1,enbart_nedlagd
BE2002,,,,0,0,0,0,1,enbart_nedlagd
BE2003,,,,0,0,0,0,1,enbart_nedlagd
BEG222,Grundläggande forskningsmetodik,IIT,MÖY,1,0,1,1,0,triangulerad
BFY224,Högskoleförberedande kurs,IIT,FYA,1,0,1,1,0,triangulerad
BFY225,Fysik 1:1,IIT,FYA,1,0,1,1,0,triangulerad
BFY226,Fysik 2,IIT,FYA,1,0,1,1,0,triangulerad
BFY227,Fysik 1:2,IIT,FYA,1,0,1,1,0,triangulerad
BI0001,,,,0,0,0,0,1,enbart_nedlagd
BI0002,,,,0,0,0,0,1,enbart_nedlagd
BI0003,,,,0,0,0,0,1,enbart_nedlagd
BI0004,,,,0,0,0,0,1,enbart_nedlagd
BI1001,,,,0,0,0,0,1,enbart_nedlagd
BI1003,,,,0,0,0,0,1,enbart_nedlagd
BI1004,,,,0,0,0,0,1,enbart_nedlagd
BI1005,,,,0,0,0,0,1,enbart_nedlagd
BI1006,,,,0,0,0,0,1,enbart_nedlagd
BI1007,,,,0,0,0,0,1,enbart_nedlagd
BI1008,,,,0,0,0,0,1,enbart_nedlagd
BI1009,,,,0,0,0,0,1,enbart_nedlagd
BI1010,,,,0,0,0,0,1,enbart_nedlagd
BI1011,,,,0,0,0,0,1,enbart_nedlagd
BI1012,,,,0,0,0,0,1,enbart_nedlagd
BI1013,,,,0,0,0,0,1,enbart_nedlagd
BI1014,,,,0,0,0,0,1,enbart_nedlagd
BI1015,,,,0,0,0,0,1,enbart_nedlagd
BI1016,,,,0,0,0,0,1,enbart_nedlagd
BI1017,,,,0,0,0,0,1,enbart_nedlagd
BI1018,,,,0,0,0,0,1,enbart_nedlagd
BI1019,,,,0,0,0,0,1,enbart_nedlagd
BI1020,,,,0,0,0,0,1,enbart_nedlagd
BI1021,,,,0,0,0,0,1,enbart_nedlagd
BI1022,,,,0,0,0,0,1,enbart_nedlagd
BI1023,,,,0,0,0,0,1,enbart_nedlagd
BI1024,,,,0,0,0,0,1,enbart_nedlagd
BI1025,,,,0,0,0,0,1,enbart_nedlagd
BI1026,,,,0,0,0,0,1,enbart_nedlagd
BI1027,,,,0,0,0,0,1,enbart_nedlagd
BI2001,,,,0,0,0,0,1,enbart_nedlagd
BI2002,,,,0,0,0,0,1,enbart_nedlagd
BI2003,,,,0,0,0,0,1,enbart_nedlagd
BI2004,,,,0,0,0,0,1,enbart_nedlagd
BI2005,,,,0,0,0,0,1,enbart_nedlagd
BI2006,,,,0,0,0,0,1,enbart_nedlagd
BI3001,,,,0,0,0,0,1,enbart_nedlagd
BI3002,,,,0,0,0,0,1,enbart_nedlagd
BIA009,,,,0,0,0,0,1,enbart_nedlagd
BIA017,,,,0,0,0,0,1,enbart_nedlagd
BIA018,,,,0,0,0,0,1,enbart_nedlagd
BIA019,,,,0,0,0,0,1,enbart_nedlagd
BIA020,,,,0,0,0,0,1,enbart_nedlagd
BIA022,,,,0,0,0,0,1,enbart_nedlagd
BIA023,,,,0,0,0,0,1,enbart_nedlagd
BIA025,,,,0,0,0,0,1,enbart_nedlagd
BIA028,,,,0,0,0,0,1,enbart_nedlagd
BIA029,,,,0,0,0,0,1,enbart_nedlagd
BIA030,,,,0,0,0,0,1,enbart_nedlagd
BIA031,,,,0,0,0,0,1,enbart_nedlagd
BIA032,,,,0,0,0,0,1,enbart_nedlagd
BIA033,,,,0,0,0,0,1,enbart_nedlagd
BIA034,,,,0,0,0,0,1,enbart_nedlagd
BIA035,,,,0,0,0,0,1,enbart_nedlagd
BIA036,,,,0,0,0,0,1,enbart_nedlagd
BIA037,,,,0,0,0,0,1,enbart_nedlagd
BIA038,,,,0,0,0,0,1,enbart_nedlagd
BIA039,,,,0,0,0,0,1,enbart_nedlagd
BIA040,,,,0,0,0,0,1,enbart_nedlagd
BIA041,,,,0,0,0,0,1,enbart_nedlagd
BIA042,,,,0,0,0,0,1,enbart_nedlagd
BIA043,,,,0,0,0,0,1,enbart_nedlagd
BIA044,,,,0,0,0,0,1,enbart_nedlagd
BIA045,,,,0,0,0,0,1,enbart_nedlagd
BIB004,,,,0,0,0,0,1,enbart_nedlagd
BIB005,,,,0,0,0,0,1,enbart_nedlagd
BIB008,,,,0,0,0,0,1,enbart_nedlagd
BIB009,,,,0,0,0,0,1,enbart_nedlagd
BIB010,,,,0,0,0,0,1,enbart_nedlagd
BIB011,,,,0,0,0,0,1,enbart_nedlagd
BIB012,,,,0,0,0,0,1,enbart_nedlagd
BIB013,,,,0,0,0,0,1,enbart_nedlagd
BIC001,,,,0,0,0,0,1,enbart_nedlagd
BIC002,,,,0,0,0,0,1,enbart_nedlagd
BIC003,,,,0,0,0,0,1,enbart_nedlagd
BIC005,,,,0,0,0,0,1,enbart_nedlagd
BIC006,,,,0,0,0,0,1,enbart_nedlagd
BIC008,,,,0,0,0,0,1,enbart_nedlagd
BIC009,,,,0,0,0,0,1,enbart_nedlagd
BIC010,,,,0,0,0,0,1,enbart_nedlagd
BIC011,,,,0,0,0,0,1,enbart_nedlagd
BIC012,,,,0,0,0,0,1,enbart_nedlagd
BIC013,,,,0,0,0,0,1,enbart_nedlagd
BID006,,,,0,0,0,0,1,enbart_nedlagd
BID007,,,,0,0,0,0,1,enbart_nedlagd
BID008,,,,0,0,0,0,1,enbart_nedlagd
BID009,,,,0,0,0,0,1,enbart_nedlagd
BIX003,,,,0,0,0,0,1,enbart_nedlagd
BIX004,,,,0,0,0,0,1,enbart_nedlagd
BKE223,Kemi 1,IHV,KEA,1,0,1,1,0,triangulerad
BP1001,,,,0,0,0,0,1,enbart_nedlagd
BP1002,,,,0,0,0,0,1,enbart_nedlagd
BP1003,,,,0,0,0,0,1,enbart_nedlagd
BP1004,,,,0,0,0,0,1,enbart_nedlagd
BP1005,,,,0,0,0,0,1,enbart_nedlagd
BP1006,,,,0,0,0,0,1,enbart_nedlagd
BP1007,,,,0,0,0,0,1,enbart_nedlagd
BP1008,,,,0,0,0,0,1,enbart_nedlagd
BP1009,,,,0,0,0,0,1,enbart_nedlagd
BP1010,,,,0,0,0,0,1,enbart_nedlagd
BP1011,,,,0,0,0,0,1,enbart_nedlagd
BP1012,,,,0,0,0,0,1,enbart_nedlagd
BP1013,,,,0,0,0,0,1,enbart_nedlagd
BP1014,,,,0,0,0,0,1,enbart_nedlagd
BP1015,,,,0,0,0,0,1,enbart_nedlagd
BP1016,,,,0,0,0,0,1,enbart_nedlagd
BP1017,,,,0,0,0,0,1,enbart_nedlagd
BP1018,,,,0,0,0,0,1,enbart_nedlagd
BP1019,,,,0,0,0,0,1,enbart_nedlagd
BP1020,,,,0,0,0,0,1,enbart_nedlagd
BP1021,,,,0,0,0,0,1,enbart_nedlagd
BP1022,,,,0,0,0,0,1,enbart_nedlagd
BP1023,,,,0,0,0,0,1,enbart_nedlagd
BP1024,,,,0,0,0,0,1,enbart_nedlagd
BP1025,,,,0,0,0,0,1,enbart_nedlagd
BP1026,,,,0,0,0,0,1,enbart_nedlagd
BP1027,,,,0,0,0,0,1,enbart_nedlagd
BP1028,,,,0,0,0,0,1,enbart_nedlagd
BP1029,,,,0,0,0,0,1,enbart_nedlagd
BP1030,,,,0,0,0,0,1,enbart_nedlagd
BP1031,,,,0,0,0,0,1,enbart_nedlagd
BP1032,,,,0,0,0,0,1,enbart_nedlagd
BP1033,,,,0,0,0,0,1,enbart_nedlagd
BP1034,,,,0,0,0,0,1,enbart_nedlagd
BP1035,,,,0,0,0,0,1,enbart_nedlagd
BP1036,,,,0,0,0,0,1,enbart_nedlagd
BP1037,,,,0,0,0,0,1,enbart_nedlagd
BP1038,,,,0,0,0,0,1,enbart_nedlagd
BP1039,,,,0,0,0,0,1,enbart_nedlagd
BP1040,,,,0,0,0,0,1,enbart_nedlagd
BP1041,,,,0,0,0,0,1,enbart_nedlagd
BP1042,,,,0,0,0,0,1,enbart_nedlagd
BP1043,,,,0,0,0,0,1,enbart_nedlagd
BP1044,,,,0,0,0,0,1,enbart_nedlagd
BP1045,,,,0,0,0,0,1,enbart_nedlagd
BP1046,,,,0,0,0,0,1,enbart_nedlagd
BP1047,,,,0,0,0,0,1,enbart_nedlagd
BP2001,,,,0,0,0,0,1,enbart_nedlagd
BP2002,,,,0,0,0,0,1,enbart_nedlagd
BP2003,,,,0,0,0,0,1,enbart_nedlagd
BP2004,,,,0,0,0,0,1,enbart_nedlagd
BP2005,,,,0,0,0,0,1,enbart_nedlagd
BP2006,,,,0,0,0,0,1,enbart_nedlagd
BP2007,,,,0,0,0,0,1,enbart_nedlagd
BP3000,,,,0,0,0,0,1,enbart_nedlagd
BP3001,,,,0,0,0,0,1,enbart_nedlagd
BP3002,,,,0,0,0,0,1,enbart_nedlagd
BPA006,,,,0,0,0,0,1,enbart_nedlagd
BPA007,,,,0,0,0,0,1,enbart_nedlagd
BPA008,,,,0,0,0,0,1,enbart_nedlagd
BPA009,,,,0,0,0,0,1,enbart_nedlagd
BPA010,,,,0,0,0,0,1,enbart_nedlagd
BPA011,,,,0,0,0,0,1,enbart_nedlagd
BPA012,,,,0,0,0,0,1,enbart_nedlagd
BPA013,,,,0,0,0,0,1,enbart_nedlagd
BPA014,,,,0,0,0,0,1,enbart_nedlagd
BPA015,,,,0,0,0,0,1,enbart_nedlagd
BPA016,,,,0,0,0,0,1,enbart_nedlagd
BPA017,,,,0,0,0,0,1,enbart_nedlagd
BPA018,,,,0,0,0,0,1,enbart_nedlagd
BPA019,,,,0,0,0,0,1,enbart_nedlagd
BPB002,,,,0,0,0,0,1,enbart_nedlagd
BPB003,,,,0,0,0,0,1,enbart_nedlagd
BPC001,,,,0,0,0,0,1,enbart_nedlagd
BPC002,,,,0,0,0,0,1,enbart_nedlagd
BPD001,,,,0,0,0,0,1,enbart_nedlagd
BQ1001,,,,0,0,0,0,1,enbart_nedlagd
BQ1002,,,,0,0,0,0,1,enbart_nedlagd
BQ1003,,,,0,0,0,0,1,enbart_nedlagd
BQ1004,,,,0,0,0,0,1,enbart_nedlagd
BQ1005,,,,0,0,0,0,1,enbart_nedlagd
BQ1006,,,,0,0,0,0,1,enbart_nedlagd
