Utbildningsområde per kurs (Ladok);;;;;;
Uppdaterad tisdag 3 mars 2026;;;;;;
Kurskod;Kursnamn;HP;Utbildningsområde;UtbOmrKod;Andel (%);Giltig fr.o.m.
ASA24J;Ledarskap och verksamhetsutveckling i socialt arbete;7,5;Vårdområdet;VÅ;50;VT2020
ASA24K;Etik i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2020
ASA24K;Etik i socialt arbete;7,5;Vårdområdet;VÅ;50;VT2020
ASA24L;Barn och ungas olika utvecklingsnivåer;7,5;Samhällsvetenskapliga området;SA;50;VT2020
ASA24L;Barn och ungas olika utvecklingsnivåer;7,5;Vårdområdet;VÅ;50;VT2020
ASA24M;Välfärdsteknik i vård och omsorg;7,5;Samhällsvetenskapliga området;SA;50;VT2020
ASA24M;Välfärdsteknik i vård och omsorg;7,5;Vårdområdet;VÅ;50;VT2020
ASA24N;Äldre personers levnadsvillkor;7,5;Samhällsvetenskapliga området;SA;50;VT2020
ASA24N;Äldre personers levnadsvillkor;7,5;Vårdområdet;VÅ;50;VT2020
ASA266;Socialt arbete med personer med funktionsnedsättning;7,5;Samhällsvetenskapliga området;SA;50;HT2020
ASA266;Socialt arbete med personer med funktionsnedsättning;7,5;Vårdområdet;VÅ;50;HT2020
ASA26U;Forskningsdesign och forskningsmetod inom socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;VT2021
ASA26U;Forskningsdesign och forskningsmetod inom socialt arbete;7,5;Vårdområdet;VÅ;50;VT2021
ASA27E;Socialt arbete i skolan - skolan som en arena för stöd och utveckling;5;Samhällsvetenskapliga området;SA;50;HT2021
ASA27E;Socialt arbete i skolan - skolan som en arena för stöd och utveckling;5;Vårdområdet;VÅ;50;HT2021
ASA28A;Välfärdsteknik i vård och omsorg;7,5;Samhällsvetenskapliga området;SA;50;HT2022
ASA28A;Välfärdsteknik i vård och omsorg;7,5;Vårdområdet;VÅ;50;HT2022
ASA28Q;Äldre personers levnadsvillkor;7,5;Samhällsvetenskapliga området;SA;50;VT2023
ASA28Q;Äldre personers levnadsvillkor;7,5;Vårdområdet;VÅ;50;VT2023
ASA293;Internationellt socialt arbete: samtida debatter och praktiker;7,5;Samhällsvetenskapliga området;SA;50;VT2023
ASA293;Internationellt socialt arbete: samtida debatter och praktiker;7,5;Vårdområdet;VÅ;50;VT2023
ASA2BA;Ledarskap och verksamhetsutveckling i socialt arbete;7,5;Samhällsvetenskapliga området;SA;50;HT2024
ASA2BA;Ledarskap och verksamhetsutveckling i socialt arbete;7,5;Vårdområdet;VÅ;50;HT2024
ASK22G;Transnationell integration och nationell fragmentering;7,5;Samhällsvetenskapliga området;SA;100;HT2018
ASK22H;Statsbyggnad och medborgarskap;7,5;Samhällsvetenskapliga området;SA;100;HT2018
ASK22J;Processer till demokrati och autokrati;7,5;Samhällsvetenskapliga området;SA;100;HT2018
ASK22K;Politisk kultur i ett jämförande perspektiv;7,5;Samhällsvetenskapliga området;SA;100;HT2018
ASK22L;Samhällsvetenskapliga metoder III - inriktning statsvetenskap;15;Samhällsvetenskapliga området;SA;100;HT2018
ASK22M;Examensarbete för magisterexamen i statsvetenskap;15;Samhällsvetenskapliga området;SA;100;HT2018
ASK289;Samhällsvetenskapliga metoder III - inriktning statsvetenskap;15;Samhällsvetenskapliga området;SA;100;HT2022
ASK297;Komparativa metoder i statsvetenskap med fokus på Afrika;7;Samhällsvetenskapliga området;SA;100;HT2023
ASP25D;Examensarbete i spanska för ämneslärarexamen, inriktning grundskolans årskurs 7-9;30;Humanistiska området;HU;75;VT2020
ASP25D;Examensarbete i spanska för ämneslärarexamen, inriktning grundskolans årskurs 7-9;30;Undervisningsområdet;LU;25;VT2020
ASP25E;Examensarbete i spanska för ämneslärarexamen, inriktning gymnasieskolan;30;Humanistiska området;HU;75;VT2020
ASP25E;Examensarbete i spanska för ämneslärarexamen, inriktning gymnasieskolan;30;Undervisningsområdet;LU;25;VT2020
ASR22N;Kvalitetsförbättringsarbete inom barnmorskans område för barnmorskelärare;15;Medicinska området;ME;25;HT2018
ASR22N;Kvalitetsförbättringsarbete inom barnmorskans område för barnmorskelärare;15;Vårdområdet;VÅ;75;HT2018
ASR24V;Global sexuell reproduktiv hälsa och rättigheter;15;Medicinska området;ME;25;VT2020
ASR24V;Global sexuell reproduktiv hälsa och rättigheter;15;Vårdområdet;VÅ;75;VT2020
ASR24W;Forskningsmetodik inom global sexuell och reproduktiv hälsa;7,5;Medicinska området;ME;25;VT2020
ASR24W;Forskningsmetodik inom global sexuell och reproduktiv hälsa;7,5;Vårdområdet;VÅ;75;VT2020
ASR24X;Strategier för implementering av förbättringsarbete i hälso- och sjukvård;7,5;Medicinska området;ME;25;VT2020
ASR24X;Strategier för implementering av förbättringsarbete i hälso- och sjukvård;7,5;Vårdområdet;VÅ;75;VT2020
ASR25P;Graviditet, förlossning och postpartumvård I;7,5;Medicinska området;ME;25;VT2020
ASR25P;Graviditet, förlossning och postpartumvård I;7,5;Vårdområdet;VÅ;75;VT2020
ASR25Q;Graviditet, förlossning och postpartumvård II;6;Medicinska området;ME;25;VT2020
ASR25Q;Graviditet, förlossning och postpartumvård II;6;Vårdområdet;VÅ;75;VT2020
ASR25T;Hälso- och sjukvårdssystemforskning i låg-, medel- och höginkomstkontext;7,5;Medicinska området;ME;25;HT2020
ASR25T;Hälso- och sjukvårdssystemforskning i låg-, medel- och höginkomstkontext;7,5;Vårdområdet;VÅ;75;HT2020
ASR25U;Ledarskap och organisation inom hälso- och sjukvårdssystem;7,5;Medicinska området;ME;25;HT2020
ASR25U;Ledarskap och organisation inom hälso- och sjukvårdssystem;7,5;Vårdområdet;VÅ;75;HT2020
ASR25V;Examensarbete i sexuell, reproduktiv och perinatal hälsa;15;Medicinska området;ME;25;HT2020
ASR25V;Examensarbete i sexuell, reproduktiv och perinatal hälsa;15;Vårdområdet;VÅ;75;HT2020
ASR26N;Konstruktiv länkning av utbildnings- och kursplaner, läraktiviteter och examinationsformer för lärare i högre utbildning;15;Medicinska området;ME;25;VT2021
ASR26N;Konstruktiv länkning av utbildnings- och kursplaner, läraktiviteter och examinationsformer för lärare i högre utbildning;15;Vårdområdet;VÅ;75;VT2021
ASR26S;Graviditet, förlossning och postpartumvård II;6;Medicinska området;ME;25;VT2021
ASR26S;Graviditet, förlossning och postpartumvård II;6;Vårdområdet;VÅ;75;VT2021
ASR284;Förlossningsvård I, verksamhetsförlagd utbildning;9;Medicinska området;ME;25;HT2022
ASR284;Förlossningsvård I, verksamhetsförlagd utbildning;9;Vårdområdet;VÅ;75;HT2022
ASR285;Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning;9;Medicinska området;ME;25;HT2022
ASR285;Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning;9;Vårdområdet;VÅ;75;HT2022
ASR286;Examensarbete i sexuell, reproduktiv och perinatal hälsa;15;Medicinska området;ME;25;HT2022
ASR286;Examensarbete i sexuell, reproduktiv och perinatal hälsa;15;Vårdområdet;VÅ;75;HT2022
ASR296;Examensarbete i sexuell, reproduktiv och perinatal hälsa (fristående kurs);15;Medicinska området;ME;25;HT2023
ASR296;Examensarbete i sexuell, reproduktiv och perinatal hälsa (fristående kurs);15;Vårdområdet;VÅ;75;HT2023
ASR29S;Examensarbete i sexuell, reproduktiv och perinatal hälsa;15;Medicinska området;ME;25;HT2023
ASR29S;Examensarbete i sexuell, reproduktiv och perinatal hälsa;15;Vårdområdet;VÅ;75;HT2023
ASR29T;Graviditet, förlossning och postpartumvård I;7,5;Medicinska området;ME;25;HT2023
ASR29T;Graviditet, förlossning och postpartumvård I;7,5;Vårdområdet;VÅ;75;HT2023
ASR29U;Graviditet, förlossning och postpartumvård II;6;Medicinska området;ME;25;HT2023
ASR29U;Graviditet, förlossning och postpartumvård II;6;Vårdområdet;VÅ;75;HT2023
ASR29V;Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning;9;Medicinska området;ME;25;HT2023
ASR29V;Gynekologisk vård och postpartumvård, verksamhetsförlagd utbildning;9;Vårdområdet;VÅ;75;HT2023
ASR29W;Förlossningsvård I, verksamhetsförlagd utbildning;9;Medicinska området;ME;25;HT2023
ASR29W;Förlossningsvård I, verksamhetsförlagd utbildning;9;Vårdområdet;VÅ;75;HT2023
ASR2AD;Graviditet, förlossning och postpartumvård II;6;Medicinska området;ME;25;VT2024
ASR2AD;Graviditet, förlossning och postpartumvård II;6;Vårdområdet;VÅ;75;VT2024
ASR2B9;Teoretisk kunskap och praktiska färdigheter för att förbättra hälsan hos mödrar och nyfödda vid komplikationer kring födandet;4,5;Medicinska området;ME;25;HT2024
ASR2B9;Teoretisk kunskap och praktiska färdigheter för att förbättra hälsan hos mödrar och nyfödda vid komplikationer kring födandet;4,5;Vårdområdet;VÅ;75;HT2024
ASR2BM;Kvinnors vårdbehov under klimakteriet  evidensbaserad vård med genusperspektiv;7,5;Medicinska området;ME;25;HT2025
ASR2BM;Kvinnors vårdbehov under klimakteriet  evidensbaserad vård med genusperspektiv;7,5;Vårdområdet;VÅ;75;HT2025
ASS257;Examensarbete i svenska som andraspråk för ämneslärarexamen, inriktning grundskolans årskurs 7-9;30;Humanistiska området;HU;75;VT2020
ASS257;Examensarbete i svenska som andraspråk för ämneslärarexamen, inriktning grundskolans årskurs 7-9;30;Undervisningsområdet;LU;25;VT2020
ASS258;Examensarbete i svenska som andraspråk för ämneslärarexamen, inriktning gymnasieskolan;30;Humanistiska området;HU;75;VT2020
ASS258;Examensarbete i svenska som andraspråk för ämneslärarexamen, inriktning gymnasieskolan;30;Undervisningsområdet;LU;25;VT2020
ASS26C;Sveriges nationella minoriteter  språk, kultur och identitet;7,5;Humanistiska området;HU;100;HT2020
ASS28X;Examensarbete i modersmål arabiska för ämneslärarexamen, inriktning grundskolans årskurs 7-9;30;Humanistiska området;HU;75;VT2023
ASS28X;Examensarbete i modersmål arabiska för ämneslärarexamen, inriktning grundskolans årskurs 7-9;30;Undervisningsområdet;LU;25;VT2023
ASV29Z;Examensarbete i svenska för ämneslärarexamen, inriktning gymnasieskolan;30;Humanistiska området;HU;100;HT2023
ASV2A2;Examensarbete i svenska för ämneslärarexamen, inriktning grundskolans årskurs 79;30;Humanistiska området;HU;100;HT2023
ATR25Z;Mot en mer hållbar och robust turismnäring I;7,5;Samhällsvetenskapliga området;SA;100;HT2020
ATR26B;Mot en mer hållbar och robust turismnäring 2;7,5;Samhällsvetenskapliga området;SA;100;HT2020
ATR2AF;Marknadsföring av platser och destinationer;7,5;Samhällsvetenskapliga området;SA;100;VT2024
ATR2BB;Examensarbete för masterexamen i turismvetenskap;30;Samhällsvetenskapliga området;SA;100;VT2025
ATR2BJ;Projektarbete i turismvetenskap;15;Samhällsvetenskapliga området;SA;100;VT2025
ATY255;Examensarbete i tyska för ämneslärarexamen, inriktning grundskolans årskurs 7-9;30;Humanistiska området;HU;75;VT2020
ATY255;Examensarbete i tyska för ämneslärarexamen, inriktning grundskolans årskurs 7-9;30;Undervisningsområdet;LU;25;VT2020
ATY256;Examensarbete i tyska för ämneslärarexamen, inriktning gymnasieskolan;30;Humanistiska området;HU;75;VT2020
ATY256;Examensarbete i tyska för ämneslärarexamen, inriktning gymnasieskolan;30;Undervisningsområdet;LU;25;VT2020
ATY29E;Interkulturella litteraturstudier: Masterexamensarbete med inriktning tyska;30;Humanistiska området;HU;100;HT2023
ATY2B7;Tyska: Språk, media och AI;7,5;Humanistiska området;HU;100;HT2024
ATY2B8;Tyska: identitet och genus i tyskspråkig litteratur;7,5;Humanistiska området;HU;100;HT2024
AU3005;Vetenskaplig teori och metod i Audiovisuella studier;7,5;Mediaområdet;MM;100;HT2018
AVV26K;Säker hälso- och sjukvård samt vård och omsorg - komplexa system och förbättringskunskap;7,5;Vårdområdet;VÅ;100;VT2021
AVV26M;Implementering av nya arbetssätt i hälso- och sjukvården och socialtjänstens områden;7,5;Vårdområdet;VÅ;100;VT2021
AVV2A6;Säker hälso- och sjukvård samt omsorg - komplexa system och förbättringskunskap;7,5;Vårdområdet;VÅ;100;HT2023
AVÅ22D;Personcentrerad omvårdnad och teamsamverkan I;15;Vårdområdet;VÅ;100;HT2018
AVÅ22Q;Personcentrerad omvårdnad och teamsamverkan II;7,5;Vårdområdet;VÅ;100;VT2019
AVÅ24F;Äldre personers levnadsvillkor;7,5;Vårdområdet;VÅ;100;VT2020
AVÅ25L;Diabetesvård I;7,5;Medicinska området;ME;50;VT2020
AVÅ25L;Diabetesvård I;7,5;Vårdområdet;VÅ;50;VT2020
AVÅ27J;Personcentrerad vård för personer med demens (fristående kurs);7,5;Vårdområdet;VÅ;100;HT2021
AVÅ27K;Demenssjukdomar, diagnostik och behandling ur ett omvårdnadsperspektiv (fristående kurs);7,5;Vårdområdet;VÅ;100;HT2021
AVÅ27L;Vård och omsorg för personer med demens (fristående kurs);7,5;Vårdområdet;VÅ;100;HT2021
AVÅ27S;Bedömning och rådgivning vid distanskontakter inom hälso- och sjukvården;15;Vårdområdet;VÅ;100;VT2022
AVÅ28C;Telefonrådgivning vid distanskontakter inom hälso- och sjukvården;15;Vårdområdet;VÅ;100;HT2022
AVÅ28G;Nutrition och ätande;7,5;Vårdområdet;VÅ;100;HT2022
AVÅ28H;Nutrition och ätande (fristående kurs);7,5;Vårdområdet;VÅ;100;HT2022
AVÅ28J;Att vårda äldre personer, VFU;7,5;Vårdområdet;VÅ;100;HT2022
AVÅ28K;Personcentrerad vård vid multisjuklighet, psykisk ohälsa och demenssjukdom;7,5;Vårdområdet;VÅ;100;HT2022
AVÅ28L;Multisjuklighet, diagnostik och behandling för äldre ur ett omvårdnadsperspektiv;7,5;Vårdområdet;VÅ;100;HT2022
AVÅ28P;Äldre personers levnadsvillkor;7,5;Vårdområdet;VÅ;100;HT2022
AVÅ28T;Examensarbete i omvårdnad - distriktssköterska;15;Vårdområdet;VÅ;100;VT2023
AVÅ28U;Examensarbete i omvårdnad - vård av äldre;15;Vårdområdet;VÅ;100;VT2023
AVÅ28V;Examensarbete i omvårdnad - demensvård;15;Vårdområdet;VÅ;100;VT2023
AVÅ29X;Handledning inom omvårdnad vid Verksamhetsförlagd utbildning (VFU);7,5;Vårdområdet;VÅ;100;VT2024
AVÅ2A3;Evidensbaserad vård och ledarskap;7,5;Vårdområdet;VÅ;100;HT2023
AVÅ2A4;Folkhälsa och folkhälsoarbete;7,5;Vårdområdet;VÅ;100;HT2023
AVÅ2A5;Hälsa och omvårdnad av barn och ungdom;15;Vårdområdet;VÅ;100;HT2023
AVÅ2BH;Hälsa och omvårdnad av vuxna och äldre;15;Vårdområdet;VÅ;100;VT2025
BEG222;Grundläggande forskningsmetodik;1,5;Tekniska området;TE;100;HT2019
BFY224;Högskoleförberedande kurs;5;Tekniska området;TE;100;HT2021
BFY225;Fysik 1:1;10;Naturvetenskapliga området;NA;100;HT2022
BFY226;Fysik 2;10;Naturvetenskapliga området;NA;100;HT2022
BFY227;Fysik 1:2;5;Naturvetenskapliga området;NA;100;HT2022
BKE223;Kemi 1;10;Naturvetenskapliga området;NA;100;VT2021
BQ1079;Manus för TV och film 2. Dramaturgi, manusskrivande och genre;15;Mediaområdet;MM;100;HT2018
BQ1081;TV-nyheter och flerkameraproduktion;15;Mediaområdet;MM;100;HT2018
BQ1094;Dokumentär metod för filmisk framställning;7,5;Mediaområdet;MM;100;HT2018
BQ2018;Manus för TV och film 5. Gestaltning och filmiskt berättande;7,5;Mediaområdet;MM;100;HT2018
BQ2057;Fördjupning i klippning för film/TV;7,5;Mediaområdet;MM;100;HT2018
BQ2058;Manus för TV och film 4. TV-format och klassiskt berättande;15;Mediaområdet;MM;100;HT2018
BY1047;Bärkraftigt byggande och boende;15;Tekniska området;TE;100;HT2018
BY1053;Arkitektur och byggande;5;Tekniska området;TE;100;HT2018
BY1054;Vägteknik;7,5;Tekniska området;TE;100;HT2018
BY1056;Byggfysik;7,5;Tekniska området;TE;100;HT2018
BY1058;Bygg-CAD;5;Tekniska området;TE;100;HT2018
BY1059;Praktisk byggteknik;7,5;Tekniska området;TE;100;VT2015
BY1061;Installationsteknik och dimensionering;7,5;Tekniska området;TE;100;HT2018
BY1065;BIM projekt och projektering;7,5;Tekniska området;TE;100;VT2017
BY2016;Examensarbete i byggteknik för högskoleingenjörsexamen;15;Tekniska området;TE;100;HT2018
BY2022;Energiprojekt;7,5;Tekniska området;TE;100;HT2018
BY2025;Vetenskaplig metodik;2,5;Tekniska området;TE;100;HT2018
BY3001;Energieffektiva byggnader;7,5;Tekniska området;TE;100;HT2018
BY3004;Miljöklassningsverktyg;2,5;Tekniska området;TE;100;HT2018
BY3005;Hållbar samhällsplanering;7,5;Tekniska området;TE;100;HT2018
DT2019;Biometriska äkthetsbevisningar;7,5;Tekniska området;TE;100;HT2014
EG1012;Strömningslära;7,5;Tekniska området;TE;100;HT2018
EG2004;Examensarbete för högskoleingenjörsexamen i energiteknik;15;Tekniska området;TE;100;HT2018
EG3003;Solel;5;Tekniska området;TE;100;VT2015
EG3007;Solvärme;7,5;Tekniska området;TE;100;HT2018
EG3009;Design av solvärmesystem;7,5;Tekniska området;TE;100;HT2018
EG3012;Hållbara energisystem;5;Tekniska området;TE;100;HT2018
EG3014;Utformning av solenergibyggnader;5;Tekniska området;TE;100;HT2018
EG3015;Solstrålning och solgeometri;5;Tekniska området;TE;100;HT2018
EG3017;Solenergiteknikpraktik;15;Tekniska området;TE;100;VT2018
EG3018;Solenergiteknikpraktik;7,5;Tekniska området;TE;100;VT2018
EG3019;Livscykelanalys och livscykelkostnadsanalys;5;Tekniska området;TE;100;HT2018
EG3020;Examensarbete för magisterexamen i Energiteknik med fokus på energieffektivisering inom byggd miljö;15;Tekniska området;TE;100;HT2018
EG3022;Examensarbete för magisterexamen i solenergiteknik;15;Tekniska området;TE;100;HT2018
EG4001;Examensarbete för masterexamen i solenergiteknik;30;Tekniska området;TE;100;HT2018
EN1086;Engelsk språkstruktur;7,5;Humanistiska området;HU;100;HT2018
EN1129;Engelska: Skriftlig språkfärdighet;7,5;Humanistiska området;HU;100;HT2018
EN2025;Litteratur och teori;7,5;Humanistiska området;HU;100;HT2018
EN2028;Engelska: Kandidatexamensarbete i litteratur;15;Humanistiska området;HU;100;HT2018
EN2033;Engelsk korpuslingvistik;7,5;Humanistiska området;HU;100;HT2018
EN2034;Introduktion till språkvetenskaplig metod;7,5;Humanistiska området;HU;100;HT2018
EN2035;Engelska: Kandidatexamensarbete i lingvistik;15;Humanistiska området;HU;100;HT2018
EN2037;Social variation, språkkontakt och språklig makt i engelskan;7,5;Humanistiska området;HU;100;HT2018
EN2043;Engelska III: Fokus lingvistik;30;Humanistiska området;HU;100;HT2018
EN2046;Engelska III, inklusive examensarbete 1 för ämneslärarexamen, gy;30;Humanistiska området;HU;75;HT2018
EN2046;Engelska III, inklusive examensarbete 1 för ämneslärarexamen, gy;30;Undervisningsområdet;LU;25;HT2018
EN2047;Engelska III, examensarbete 1 för ämneslärarexamen, åk 7-9;15;Humanistiska området;HU;75;HT2018
EN2047;Engelska III, examensarbete 1 för ämneslärarexamen, åk 7-9;15;Undervisningsområdet;LU;25;HT2018
EN3029;Engelska: Samtida irländsk skönlitteratur;7,5;Humanistiska området;HU;100;HT2018
EN3062;Världslitteratur på engelska;7,5;Humanistiska området;HU;100;HT2018
EN3063;Engelska: Magisterexamensarbete i litteratur;15;Humanistiska området;HU;100;HT2018
EN3064;Engelska: Avancerad litteraturteori;7,5;Humanistiska området;HU;100;HT2018
EN3070;Engelska IV, examensarbete 2 för ämneslärarexamen, åk 7-9;15;Humanistiska området;HU;75;HT2018
